99801,1001,107822
99802,1001,108052
99803,1001,108160
99804,1001,112572
99805,1001,99785
99806,1001,99653
99807,1001,103639
99808,1001,103064
99809,1001,99348
99810,1001,96895
99811,1001,102926
99812,1001,101414
99813,1001,100405
99814,1001,113277
99815,1001,112346
99816,1001,0
99817,1001,112641
99818,1001,114388
99819,1001,113161
99820,1001,113627
99821,1001,114746
99822,1001,112818
99823,1001,114279
99824,1001,110877
99825,1001,112379
99826,1001,115759
99827,1001,112579
99828,1001,112573
99829,1001,112585
99830,1001,112384
99831,1001,114287
99832,1001,112740
99833,1001,112864
99834,1001,113957
99835,1001,109635
99836,1001,111797
99837,1001,113117
99838,1001,110005
99839,1001,103994
99840,1001,110322
99841,1001,110428
99842,1001,114069
99843,1001,110912
99844,1001,110932
99845,1001,111495
99846,1001,108394
99847,1001,111507
99848,1001,106966
99849,1001,114924
99850,1001,110598
99851,1001,109045
99852,1001,109444
99853,1001,109446
99854,1001,109830
99855,1001,109831
99856,1001,111257
99857,1001,111503
99858,1001,109219
99859,1001,106673
99860,1001,106332
99861,1001,111712
99862,1001,106918
99863,1001,106977
99864,1001,112966
99865,1001,107290
99866,1001,107653
99867,1001,107818
99868,1001,107822
99869,1001,108160
99870,1001,107688
99871,1001,108358
99872,1001,99348
99873,1001,96895
99874,1001,29583
99875,1001,100405
99876,1001,116282
99877,1001,65421
99878,1001,116683
99879,1001,117998
99880,1001,112691
99881,1001,108598
99882,1001,88846
99883,1001,110912
99884,1001,111161
99885,1001,102926
99886,1001,116282
99887,1001,118114
99888,1001,105236
99889,1001,99685
99890,1001,71562
99891,1001,82096
99892,1001,117666
99893,1001,118663
99894,1001,118799
99895,1001,132477
99896,1001,171804
99897,1001,120601
99898,1001,119698
99899,1001,86465
99900,1001,106364
99901,1001,95927
99902,1001,120142
99903,1001,109445
99904,1001,76759
99905,1001,111693
99906,1001,107290
99907,1001,116778
99908,1001,33870
99909,1001,63350
99910,1001,81375
99911,1001,86190
99912,1001,64115
99913,1001,120032
99914,1001,67116
99915,1001,94721
99916,1001,128445
99917,1001,138097
99918,1001,126886
99919,1001,145660
99920,1001,144214
99921,1001,162677
99922,1001,163651
99923,1001,139414
99924,1001,171363
99925,1001,149261
99926,1001,165710
99927,1001,145531
99928,1001,150377
99929,1001,137523
99930,1001,163988
99931,1001,83767
99932,1001,125664
99933,1001,100318
99934,1001,181151
99935,1001,195778
99936,1001,183505
99937,1001,164052
99938,1001,209958
99939,1001,242423
99940,1001,114709
99941,1001,113627
99942,1001,114746
99943,1001,112431
99944,1001,112818
99945,1001,114369
99946,1001,114814
99947,1001,112573
99948,1001,112384
99949,1001,111161
99950,1001,106977
99951,1001,108052
99952,1001,99348
99953,1001,102926
99954,1001,116282
99955,1001,116209
99956,1001,100150
99957,1001,118884
99958,1001,119488
99959,1001,119217
99960,1001,129387
99961,1001,107211
99962,1001,99487
99963,1001,133093
99964,1001,120915
99965,1001,145660
99966,1001,132347
99967,1001,144168
99968,1001,131325
99969,1001,169547
99970,1001,165854
99971,1001,114709
99972,1001,112818
99973,1001,114814
99974,1001,109642
99975,1001,76759
99976,1001,110912
99977,1001,111161
99978,1001,109830
99979,1001,109831
99980,1001,109439
99981,1001,106977
99982,1001,108065
99983,1001,107688
99984,1001,103639
99985,1001,103064
99986,1001,99348
99987,1001,116282
99988,1001,112691
99989,1001,32138
99990,1001,59742
99991,1001,95016
99992,1001,79470
99993,1001,91763
99994,1001,71853
99995,1001,108598
99996,1001,80684
99997,1001,93779
99998,1001,82971
99999,1001,66921
100000,1001,80455
99801,1001,107822
99802,1001,108052
99803,1001,108160
99804,1001,112572
99805,1001,99785
99806,1001,99653
99807,1001,103639
99808,1001,103064
99809,1001,99348
99810,1001,96895
99811,1001,102926
99812,1001,101414
99813,1001,100405
99814,1001,113277
99815,1001,112346
99816,1001,0
99817,1001,112641
99818,1001,114388
99819,1001,113161
99820,1001,113627
99821,1001,114746
99822,1001,112818
99823,1001,114279
99824,1001,110877
99825,1001,112379
99826,1001,115759
99827,1001,112579
99828,1001,112573
99829,1001,112585
99830,1001,112384
99831,1001,114287
99832,1001,112740
99833,1001,112864
99834,1001,113957
99835,1001,109635
99836,1001,111797
99837,1001,113117
99838,1001,110005
99839,1001,103994
99840,1001,110322
99841,1001,110428
99842,1001,114069
99843,1001,110912
99844,1001,110932
99845,1001,111495
99846,1001,108394
99847,1001,111507
99848,1001,106966
99849,1001,114924
99850,1001,110598
99851,1001,109045
99852,1001,109444
99853,1001,109446
99854,1001,109830
99855,1001,109831
99856,1001,111257
99857,1001,111503
99858,1001,109219
99859,1001,106673
99860,1001,106332
99861,1001,111712
99862,1001,106918
99863,1001,106977
99864,1001,112966
99865,1001,107290
99866,1001,107653
99867,1001,107818
99868,1001,107822
99869,1001,108160
99870,1001,107688
99871,1001,108358
99872,1001,99348
99873,1001,96895
99874,1001,29583
99875,1001,100405
99876,1001,116282
99877,1001,65421
99878,1001,116683
99879,1001,117998
99880,1001,112691
99881,1001,108598
99882,1001,88846
99883,1001,110912
99884,1001,111161
99885,1001,102926
99886,1001,116282
99887,1001,118114
99888,1001,105236
99889,1001,99685
99890,1001,71562
99891,1001,82096
99892,1001,117666
99893,1001,118663
99894,1001,118799
99895,1001,132477
99896,1001,171804
99897,1001,120601
99898,1001,119698
99899,1001,86465
99900,1001,106364
99901,1001,95927
99902,1001,120142
99903,1001,109445
99904,1001,76759
99905,1001,111693
99906,1001,107290
99907,1001,116778
99908,1001,33870
99909,1001,63350
99910,1001,81375
99911,1001,86190
99912,1001,64115
99913,1001,120032
99914,1001,67116
99915,1001,94721
99916,1001,128445
99917,1001,138097
99918,1001,126886
99919,1001,145660
99920,1001,144214
99921,1001,162677
99922,1001,163651
99923,1001,139414
99924,1001,171363
99925,1001,149261
99926,1001,165710
99927,1001,145531
99928,1001,150377
99929,1001,137523
99930,1001,163988
99931,1001,83767
99932,1001,125664
99933,1001,100318
99934,1001,181151
99935,1001,195778
99936,1001,183505
99937,1001,164052
99938,1001,209958
99939,1001,242423
